#Top: thunderscope   Floorplan: impl_1   Part: xc7a50tcsg325-2
#Generated by: eevengers-dev0   on: Wed Mar 26 13:38:03 2025
#Build: Vivado v2024.2   by: xbuild   on: Fri Nov 08 22:34:34 MST 2024
#Package Version: FINAL 2014-03-07
#Package Pin Delay Version: VERS. 2.0 2014-03-07

IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,OFFSET_CONTROL,EQUALIZATION,Pull Type,DQS_BIAS,IN_TERM,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage
34,U5,IOB_X1Y9,IO_L20N_T3_34,58.073,58.656,,,,,,,,,,,,,,,,,,,,,
34,R5,IOB_X1Y8,IO_L21P_T3_DQS_34,49.535,50.033,,,,,,,,,,,,,,,,,,,,,
34,T5,IOB_X1Y7,IO_L21N_T3_DQS_34,42.458,42.884,,,,,,,,,,,,,,,,,,,,,
34,R7,IOB_X1Y6,IO_L22P_T3_34,48.728,49.218,,,,,,,,,,,,,,,,,,,,,
34,T7,IOB_X1Y5,IO_L22N_T3_34,50.189,50.694,,,,,,,,,,,,,,,,,,,,,
34,U7,IOB_X1Y4,IO_L23P_T3_34,58.503,59.091,,,,,,,,,,,,,,,,,,,,,
34,V6,IOB_X1Y3,IO_L23N_T3_34,59.607,60.206,,,,,,,,,,,,,,,,,,,,,
34,V8,IOB_X1Y2,IO_L24P_T3_34,63.908,64.550,,,,,,,,,,,,,,,,,,,,,
34,V7,IOB_X1Y1,IO_L24N_T3_34,65.965,66.628,,,,,,,,,,,,,,,,,,,,,
34,R6,IOB_X1Y0,IO_25_34,24.967,25.218,,,,,,,,,,,,,,,,,,,,,
34,L6,,VCCO_34,,,,,,,,,,,,,,,,,,,,,,VCCO_34,3.30
34,M3,,VCCO_34,,,,,,,,,,,,,,,,,,,,,,VCCO_34,3.30
34,P7,,VCCO_34,,,,,,,,,,,,,,,,,,,,,,VCCO_34,3.30
34,R4,,VCCO_34,,,,,,,,,,,,,,,,,,,,,,VCCO_34,3.30
34,T1,,VCCO_34,,,,,,,,,,,,,,,,,,,,,,VCCO_34,3.30
34,V5,,VCCO_34,,,,,,,,,,,,,,,,,,,,,,VCCO_34,3.30
216,D5,IPAD_X1Y15,MGTREFCLK0N_216,43.480,43.917,,,,,,,,,,,,,,,,,,,,,
216,D6,IPAD_X1Y14,MGTREFCLK0P_216,43.130,43.564,,,,,,,,,,,,,,,,,,,,,
216,A6,,MGTRREF_216,49.985,50.487,,,,,,,,,,,,,,,,,,,,,
,G12,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,H13,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,K13,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,M13,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,P13,,VCCAUX,,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,F7,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,F9,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,G8,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,H7,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,H9,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,J8,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,J12,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,K7,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,K11,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,L8,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,L12,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,M7,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,M11,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,N8,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,N10,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,N12,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,P9,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,P11,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,A1,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,A5,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,A7,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,A8,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,A11,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,A18,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,B3,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,B7,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,B8,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,B18,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,C2,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,C6,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,C7,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,C15,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,D3,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,D4,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,D7,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,D12,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,E2,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,E6,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,E7,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,E9,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,F4,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,F6,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,F10,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,F16,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,G1,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,G5,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,G6,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,G7,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,G9,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,G11,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,G13,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,H3,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,H4,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,H5,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,H6,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,H8,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,H10,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,H12,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,J1,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,J2,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,J3,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,J7,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,J11,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,J13,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,J17,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,K4,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,K8,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,K12,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,K14,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,L1,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,L7,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,L11,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,L13,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,M8,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,M12,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,M18,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,N5,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,N7,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,N9,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,N11,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,N13,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,N15,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,P2,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,P8,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,P12,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,R9,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,T6,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,T16,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,U3,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,U13,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,V1,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,V10,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,V18,,GND,,,,,,,,,,,,,,,,,,,,,,GND,GND
,F11,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,,
,G10,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,,
,H11,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,,
,B4,,MGTAVCC,,,,,,,,,,,,,,,,,,,,,,,
,C5,,MGTAVCC,,,,,,,,,,,,,,,,,,,,,,,
,E5,,MGTAVCC,,,,,,,,,,,,,,,,,,,,,,,
,F5,,MGTAVCC,,,,,,,,,,,,,,,,,,,,,,,
,A2,,MGTAVTT,,,,,,,,,,,,,,,,,,,,,,,
,C1,,MGTAVTT,,,,,,,,,,,,,,,,,,,,,,,
,E1,,MGTAVTT,,,,,,,,,,,,,,,,,,,,,,,
,F3,,MGTAVTT,,,,,,,,,,,,,,,,,,,,,,,
,G2,,MGTAVTT,,,,,,,,,,,,,,,,,,,,,,,
